,testde_1,testde_2,camelsde_111740,camelsde_111630
1982-07-05,,0.2678678,,0.41242933
1982-07-06,,0.89709485,,0.9040451
1982-07-07,,0.81713057,,1.6259362
1982-07-08,,-0.15308285,,0.12804556
1982-07-09,,-0.06772399,,0.23677254
1982-07-10,,2.2486732,,1.1575601
1982-07-11,,-0.079251766,,0.20492053
1982-07-12,,0.18063617,,0.54043126
1982-07-13,,0.3998227,,0.833514
1982-07-14,,0.22411036,,0.38049006
1982-07-15,,1.3251204,,5.4418774
1982-07-16,,0.36295128,,2.0681725
1982-07-17,,2.2320137,,5.883006
1982-07-18,,3.5128827,,4.605637
1982-07-19,,1.4178984,,2.5646236
1982-07-20,,1.3196961,,1.9293292
1982-07-21,,1.8551186,,1.5465041
1982-07-22,,5.6629047,,4.7825623
1982-07-23,,6.7914653,,7.822193
1982-07-24,,10.893268,,10.011266
1982-07-25,,12.108196,,12.986175
1982-07-26,,8.85347,,7.9123106
1982-07-27,,2.816805,,4.698442
1982-07-28,,2.2952123,,5.4294825
1982-07-29,,0.5125487,,0.8867953
1982-07-30,,0.13339353,,0.2472539
1982-07-31,,4.3956614,,4.015808
1982-08-01,,1.7937833,,2.90438
1982-08-02,,0.76190853,,0.7111299
1982-08-03,,2.048835,,3.4186969
1982-08-04,,1.9337702,,4.840539
1982-08-05,,4.2757277,,12.243792
1982-08-06,,3.1965363,,4.9996314
1982-08-07,,9.825981,,5.5623474
1982-08-08,,3.7378323,,2.3803523
1982-08-09,,1.9246352,,2.1391854
1982-08-10,,2.0785851,,2.293264
1982-08-11,,0.98626566,,1.0973498
1982-08-12,,0.2568729,,0.22897053
1982-08-13,,1.3210143,,4.8310184
1982-08-14,,2.2149003,,6.1206484
1982-08-15,,0.7258978,,1.4818617
1982-08-16,,0.83984995,,2.92727
1982-08-17,,4.9095907,,7.2895527
1982-08-18,,0.9206226,,1.2782661
1982-08-19,,5.4011545,,4.6757417
1982-08-20,,6.6300197,,13.042765
1982-08-21,,2.6963625,,2.0194407
1982-08-22,,0.735554,,0.8602474
1982-08-23,,1.0113782,,0.7679808
1982-08-24,,4.3380866,,3.5477047
1982-08-25,,4.1483397,,3.8335445
1982-08-26,,1.0360721,,1.1248643
1982-08-27,,1.6541383,,5.383151
1982-08-28,,0.40035725,,1.4506905
1982-08-29,,0.3168471,,0.69617915
1982-08-30,,0.32373714,,0.48669267
1982-08-31,,2.1672268,,3.776195
1982-09-01,,1.9368672,,1.6415226
1982-09-02,,2.4731565,,2.2229478
1982-09-03,,0.043324232,,0.26015377
1982-09-04,,0.04705906,,0.18890023
1982-09-05,,1.111535,,0.5841713
1982-09-06,,7.424733,,4.728413
1982-09-07,,2.8149354,,4.752296
1982-09-08,,0.96243274,,1.137625
1982-09-09,,0.52723193,,1.1490624
1982-09-10,,0.15522385,,0.15124822
1982-09-11,,0.65279746,,0.6230755
1982-09-12,,0.9981586,,1.0738944
1982-09-13,,1.1280569,,1.8621148
1982-09-14,,0.1425097,,0.29982066
1982-09-15,,0.10190272,,0.1827693
1982-09-16,,0.33184075,,0.2574842
1982-09-17,,0.11226487,,0.1979847
1982-09-18,,0.4243214,,0.52224207
1982-09-19,,0.38265085,,0.47043467
1982-09-20,,0.63846874,,0.6274786
1982-09-21,,1.1958088,,1.0170203
1982-09-22,,15.8986,,7.934595
1982-09-23,,1.76751,,2.4769058
1982-09-24,,0.3018868,,0.25442743
1982-09-25,,0.5273764,,0.30133247
1982-09-26,,1.7593666,,0.7421994
1982-09-27,,1.2176479,,1.2456411
1982-09-28,,0.5883033,,0.40106082
1982-09-29,,0.08539963,,0.27065253
1982-09-30,,3.191199,,2.2959719
1982-10-01,,4.9930215,,7.4426956
1982-10-02,,1.9293709,,2.5845284
1982-10-03,,1.8961428,,2.1307273
1982-10-04,,2.1949584,,1.7739167
1982-10-05,,2.4738674,,3.4000888
1982-10-06,,6.3905416,,9.899477
1982-10-07,,32.157875,,26.545542
1982-10-08,,4.396372,,3.022574
1982-10-09,,5.1515465,,2.4937549
1982-10-10,,3.300193,,2.0054002
1982-10-11,,7.1909637,,3.6311517
1982-10-12,,12.795056,,8.884892
1982-10-13,,20.133295,,20.03042
1982-10-14,,2.8928156,,2.6041605
1982-10-15,,1.9248304,,2.9096804
1982-10-16,,1.690742,,2.4064803
1982-10-17,,2.5710084,,2.5723693
1982-10-18,,0.645854,,0.5063746
1982-10-19,,1.083308,,1.6450143
1982-10-20,,0.9187199,,0.9053453
1982-10-21,,0.38638496,,0.37762547
1982-10-22,,0.6249578,,0.36222434
1982-10-23,,6.217878,,2.9951627
1982-10-24,,5.7317343,,6.0412445
1982-10-25,,1.4244801,,1.4725239
1982-10-26,,0.9779674,,0.49187255
1982-10-27,,2.1339543,,1.0239687
1982-10-28,,1.2899922,,0.83356
1982-10-29,,1.3609447,,0.92031145
1982-10-30,,0.7496948,,0.28956032
1982-10-31,,0.47614264,,0.19004369
1982-11-01,,0.42863798,,0.3397584
1982-11-02,,0.5173209,,0.4471259
1982-11-03,,0.72840524,,0.40112925
1982-11-04,,0.8337779,,1.1760533
1982-11-05,,0.7876284,,1.4527303
1982-11-06,,-0.04737091,,0.12422252
1982-11-07,,0.07325435,,0.021449566
1982-11-08,,1.0684568,,1.0756989
1982-11-09,,0.93240774,,1.291121
1982-11-10,,0.70298195,,0.70432353
1982-11-11,,1.2390039,,1.7527579
1982-11-12,,2.1099052,,1.2744174
1982-11-13,,5.967295,,9.303813
1982-11-14,,1.3400475,,2.1129196
1982-11-15,,1.5913869,,2.3275983
1982-11-16,,3.1611161,,3.8597116
1982-11-17,,5.4004498,,5.8401055
1982-11-18,,15.509271,,10.58679
1982-11-19,,3.9585607,,3.639172
1982-11-20,,3.1265798,,2.0775824
1982-11-21,,0.8422229,,0.49360466
1982-11-22,,0.95294166,,0.2779901
1982-11-23,,0.81397295,,0.44619083
1982-11-24,,1.83439,,0.84297633
1982-11-25,,0.3702519,,0.33553672
1982-11-26,,1.0792835,,0.50103045
1982-11-27,,1.7556953,,0.9306916
1982-11-28,,0.90899026,,1.2930926
1982-11-29,,0.62638044,,2.2554514
1982-11-30,,0.3939829,,0.70503473
1982-12-01,,0.2168827,,0.25534534
1982-12-02,,0.36136603,,0.3315375
1982-12-03,,1.2603804,,1.1654196
1982-12-04,,0.577173,,0.8817673
1982-12-05,,0.3522849,,0.23222327
1982-12-06,,3.3523564,,3.029662
1982-12-07,,9.567958,,8.178425
1982-12-08,,4.9470534,,6.087139
1982-12-09,,4.7927084,,5.023056
1982-12-10,,14.570554,,8.916733
1982-12-11,,5.858042,,4.5505075
1982-12-12,,8.203515,,3.9696507
1982-12-13,,4.3919044,,3.9863195
1982-12-14,,4.301843,,3.0734725
1982-12-15,,9.1252365,,6.0664625
1982-12-16,,21.662554,,21.479084
1982-12-17,,19.133322,,23.055696
1982-12-18,,6.769068,,8.869194
1982-12-19,,2.8056335,,3.2911963
1982-12-20,,16.324837,,16.431004
1982-12-21,,3.2464595,,1.3155078
1982-12-22,,2.5688403,,1.2189678
1982-12-23,,3.9102044,,3.4281986
1982-12-24,,1.1305803,,1.2501591
1982-12-25,,3.7413855,,4.683013
1982-12-26,,2.1343176,,1.1277539
1982-12-27,,2.9302037,,2.6870317
1982-12-28,,2.6467142,,2.1084473
1982-12-29,,1.7342747,,1.3163357
1982-12-30,,1.1322775,,1.44147
1982-12-31,,0.29208827,,0.3271618
1983-01-01,,0.40827417,,0.36249495
1983-01-02,,4.3244944,,2.6937718
1983-01-03,,7.559469,,3.8795667
1983-01-04,,7.4380884,,4.923498
1983-01-05,,18.275791,,11.127875
1983-01-06,,3.5306578,,1.7771322
1983-01-07,,4.5007024,,2.5894873
1983-01-08,,4.9646273,,3.799591
1983-01-09,,3.3310642,,1.8402249
1983-01-10,,2.9168482,,2.0114174
1983-01-11,,1.3749384,,0.8517206
1983-01-12,,0.6063578,,0.12920356
1983-01-13,,1.2292612,,0.8898909
1983-01-14,,2.9119422,,4.0516014
1983-01-15,,6.503825,,12.4508
1983-01-16,,6.2947407,,9.429202
1983-01-17,,3.5661776,,4.158542
1983-01-18,,4.2364964,,3.832786
1983-01-19,,1.3571564,,2.2267048
1983-01-20,,1.195172,,1.1209508
1983-01-21,,2.296432,,3.280676
1983-01-22,,1.8465353,,2.7382438
1983-01-23,,1.2016659,,1.396466
1983-01-24,,0.39300084,,0.6374862
1983-01-25,,3.1065454,,2.1735375
1983-01-26,,4.19024,,3.6501894
1983-01-27,,1.3701355,,1.2810243
1983-01-28,,2.0017583,,4.161665
1983-01-29,,6.104603,,10.755753
1983-01-30,,10.313225,,11.114701
1983-01-31,,5.8435707,,7.720314
1983-02-01,,11.328569,,8.221804
1983-02-02,,1.9018073,,1.9962423
1983-02-03,,3.9585772,,3.3119292
1983-02-04,,2.7476375,,4.6450005
1983-02-05,,7.4068956,,7.442831
1983-02-06,,6.0298843,,1.7972053
1983-02-07,,5.6133556,,3.501388
1983-02-08,,3.5193162,,1.8865716
1983-02-09,,2.563972,,2.6182609
1983-02-10,,2.187758,,1.8678806
1983-02-11,,1.6580359,,1.5523316
1983-02-12,,3.2108636,,3.5958052
1983-02-13,,1.8454957,,1.4261622
1983-02-14,,1.8331395,,1.8458873
1983-02-15,,0.24053574,,0.30953145
1983-02-16,,-0.090159655,,0.08960867
1983-02-17,,0.015472889,,0.21054411
1983-02-18,,0.06054783,,0.16240668
1983-02-19,,0.24867177,,0.34712195
1983-02-20,,1.4014273,,1.4567904
1983-02-21,,0.9303334,,1.7890849
1983-02-22,,-0.25898933,,0.1607213
1983-02-23,,-0.3297794,,-0.0882926
1983-02-24,,0.043200493,,-0.005076885
1983-02-25,,1.4940704,,1.8062284
1983-02-26,,2.8281267,,4.7373734
1983-02-27,,2.9699178,,4.7722244
1983-02-28,,6.9288473,,4.363168
1983-03-01,,4.828925,,4.0162334
1983-03-02,,2.489995,,3.4491098
1983-03-03,,0.36450958,,1.7086469
1983-03-04,,0.27931714,,0.4052081
1983-03-05,,0.65561295,,0.5327685
1983-03-06,,1.2953023,,1.3287022
1983-03-07,,1.205489,,2.6459816
1983-03-08,,0.7368336,,1.2011179
1983-03-09,,1.1636637,,0.17697048
1983-03-10,,2.077181,,0.48901486
1983-03-11,,3.0608544,,2.1490042
1983-03-12,,0.14587021,,0.34461308
1983-03-13,,0.0062584877,,0.15790844
1983-03-14,,1.9282228,,2.336257
1983-03-15,,3.3914115,,3.474125
1983-03-16,,2.249766,,3.4104195
1983-03-17,,1.0825406,,1.5837289
1983-03-18,,4.724867,,5.5660696
1983-03-19,,10.178613,,11.428059
1983-03-20,,3.8924198,,4.391307
1983-03-21,,5.2275467,,4.9173336
1983-03-22,,3.6574104,,4.3111305
1983-03-23,,3.2643487,,2.0125513
1983-03-24,,5.3286266,,3.975454
1983-03-25,,6.994197,,9.4947405
1983-03-26,,7.647938,,5.0585103
1983-03-27,,4.197444,,4.7404428
1983-03-28,,3.3037016,,4.6950464
1983-03-29,,3.116963,,1.1294682
1983-03-30,,4.2112637,,1.3627185
1983-03-31,,2.023468,,1.5622032
1983-04-01,,3.7822428,,4.3376055
1983-04-02,,5.3397408,,15.564027
1983-04-03,,4.934999,,6.3460407
1983-04-04,,6.364807,,3.8605917
1983-04-05,,2.8113265,,2.7811522
1983-04-06,,3.052612,,5.859148
1983-04-07,,4.657372,,3.512731
1983-04-08,,12.445696,,10.06795
1983-04-09,,25.602982,,29.857372
1983-04-10,,7.7329826,,4.397039
1983-04-11,,4.339775,,2.5540755
1983-04-12,,8.111561,,9.543067
1983-04-13,,3.3389766,,5.020751
1983-04-14,,5.6123104,,4.7736535
1983-04-15,,4.766162,,7.394128
1983-04-16,,0.3223629,,0.5320697
1983-04-17,,-0.003616333,,0.089734316
1983-04-18,,1.5208911,,1.191206
1983-04-19,,4.204447,,1.4486748
1983-04-20,,1.1189951,,0.2934749
1983-04-21,,0.6695726,,0.7311249
1983-04-22,,2.0764978,,3.8162255
1983-04-23,,0.18270612,,0.40874505
1983-04-24,,4.940199,,6.564721
1983-04-25,,0.8000033,,0.85735416
1983-04-26,,1.250786,,0.64594746
1983-04-27,,0.75597024,,0.74834347
1983-04-28,,0.100887775,,0.30288553
1983-04-29,,1.1218439,,2.6928866
1983-04-30,,1.7126209,,1.1868533
1983-05-01,,3.1752207,,6.8572426
1983-05-02,,2.6002312,,2.3682458
1983-05-03,,5.0235915,,2.4524276
1983-05-04,,8.329889,,7.9644566
1983-05-05,,1.0794836,,1.0075477
1983-05-06,,0.8945086,,0.63715506
1983-05-07,,6.322056,,6.8957806
1983-05-08,,4.147832,,4.712819
1983-05-09,,1.6119146,,2.176695
1983-05-10,,2.6875184,,5.6834965
1983-05-11,,1.3180956,,3.7386956
1983-05-12,,3.3419552,,1.1739475
1983-05-13,,10.169847,,5.9901867
1983-05-14,,2.7329469,,1.4965706
1983-05-15,,6.728471,,4.728505
1983-05-16,,3.2689135,,2.352041
1983-05-17,,1.4125538,,1.4438862
1983-05-18,,1.5256144,,1.4023521
1983-05-19,,2.291183,,2.4585335
1983-05-20,,0.2516334,,0.21398973
1983-05-21,,1.887287,,1.9503112
1983-05-22,,3.9982398,,7.764924
1983-05-23,,7.007592,,14.756831
1983-05-24,,10.7622795,,16.805918
1983-05-25,,27.703089,,21.403751
1983-05-26,,13.906566,,9.847531
1983-05-27,,8.407214,,7.8235703
1983-05-28,,3.1130223,,1.2922298
1983-05-29,,1.9407852,,1.2842242
1983-05-30,,0.93830574,,1.416622
1983-05-31,,0.24895358,,0.38144994
1983-06-01,,2.0249336,,0.59649324
1983-06-02,,1.9548109,,2.8224688
1983-06-03,,0.36350703,,0.61319685
1983-06-04,,0.19211626,,0.36848497
1983-06-05,,0.80613565,,1.2015697
1983-06-06,,0.8188622,,3.367133
1983-06-07,,0.0010199547,,0.14079642
1983-06-08,,0.14601994,,0.16734529
1983-06-09,,2.2743556,,5.681693
1983-06-10,,1.1805843,,1.8170608
1983-06-11,,1.7081455,,2.6636424
1983-06-12,,0.78199315,,1.6321623
1983-06-13,,2.123922,,7.2835274
1983-06-14,,2.1252909,,5.4022455
1983-06-15,,1.015247,,2.0200605
1983-06-16,,0.62685156,,1.5681307
1983-06-17,,0.6018765,,1.2972282
1983-06-18,,0.24946356,,0.6704087
1983-06-19,,0.21848464,,1.0316485
1983-06-20,,0.77610683,,1.4179162
1983-06-21,,2.9194257,,4.4889474
1983-06-22,,4.2103624,,5.464964
1983-06-23,,0.48117924,,0.6041038
1983-06-24,,0.6794355,,0.13457012
1983-06-25,,1.3436673,,1.1239481
1983-06-26,,2.284603,,2.3025634
1983-06-27,,3.6143954,,8.266577
1983-06-28,,2.7948275,,6.0475616
1983-06-29,,0.89215195,,0.8604717
1983-06-30,,1.8984902,,0.93170154
1983-07-01,,4.771919,,3.9127173
1983-07-02,,2.0729775,,2.0561452
1983-07-03,,0.38585877,,0.68671274
1983-07-04,,0.5112436,,1.0889843
1983-07-05,,1.1407925,,0.37263107
1983-07-06,,2.2413404,,1.8853767
1983-07-07,,7.18023,,9.812615
1983-07-08,,4.960067,,7.277973
1983-07-09,,1.209213,,1.6731477
1983-07-10,,-0.05355954,,0.16597915
1983-07-11,,0.6605141,,0.6303613
1983-07-12,,0.4942937,,0.82169795
1983-07-13,,0.12733412,,0.63865685
1983-07-14,,0.09103346,,0.37752628
1983-07-15,,0.18532205,,0.13024902
1983-07-16,,0.301625,,0.17788959
1983-07-17,,0.17373466,,0.08949518
1983-07-18,,0.7703812,,0.73746324
1983-07-19,,0.8805835,,0.7698343
1983-07-20,,0.78305817,,2.5354486
1983-07-21,,-0.07300258,,0.087295055
1983-07-22,,0.09458065,,0.1612606
1983-07-23,,0.13045382,,0.07967591
1983-07-24,,5.6553493,,9.380534
1983-07-25,,0.41254807,,0.68107486
1983-07-26,,0.15757132,,0.2580328
1983-07-27,,0.17617488,,0.205297
1983-07-28,,0.7911451,,1.1304067
1983-07-29,,1.2970695,,3.1960769
1983-07-30,,0.046046257,,0.2616446
1983-07-31,,0.041166306,,0.16930366
1983-08-01,,2.0874984,,1.93895
1983-08-02,,0.8596246,,5.128481
1983-08-03,,1.6989135,,8.268302
1983-08-04,,0.80034614,,2.0117388
1983-08-05,,2.3600433,,4.193781
1983-08-06,,5.9790998,,10.319596
1983-08-07,,1.7370065,,4.185297
1983-08-08,,0.36433673,,0.6988604
1983-08-09,,0.03937602,,0.14351845
1983-08-10,,0.2455194,,0.58097076
1983-08-11,,0.8907441,,1.5595149
1983-08-12,,0.4053507,,1.6159781
1983-08-13,,2.773146,,2.9814463
1983-08-14,,0.64005876,,0.69900346
1983-08-15,,0.01325655,,0.086481094
1983-08-16,,0.43855262,,0.8433113
1983-08-17,,0.85293865,,5.4496098
1983-08-18,,0.1474104,,0.47873235
1983-08-19,,0.13249159,,0.09746027
1983-08-20,,0.5126283,,0.68276525
1983-08-21,,0.3106737,,0.67038894
1983-08-22,,0.53413606,,4.873961
1983-08-23,,0.9692123,,1.375778
1983-08-24,,1.663421,,1.8780879
1983-08-25,,0.6736171,,0.9400315
1983-08-26,,0.4043696,,0.8147981
1983-08-27,,0.15967989,,0.28615808
1983-08-28,,0.27718616,,0.6338875
1983-08-29,,0.9748571,,2.2099967
1983-08-30,,-0.01764512,,0.17714596
1983-08-31,,0.009984016,,0.010612011
1983-09-01,,2.791468,,3.22241
1983-09-02,,1.6790268,,5.3876286
1983-09-03,,1.5210911,,0.94953156
1983-09-04,,2.6477816,,1.7072302
1983-09-05,,0.83552694,,1.3511052
1983-09-06,,-0.04841447,,0.3353002
1983-09-07,,0.013912201,,0.3901317
1983-09-08,,0.0482831,,0.0906322
1983-09-09,,2.8737779,,1.8308604
1983-09-10,,7.2691107,,3.3784091
1983-09-11,,3.7004223,,6.6497383
1983-09-12,,1.9952531,,3.5908902
1983-09-13,,1.2256382,,1.5628526
1983-09-14,,1.7351762,,1.6437018
1983-09-15,,1.9739426,,2.1845922
1983-09-16,,4.556908,,11.957171
1983-09-17,,1.3027601,,2.145663
1983-09-18,,1.1217939,,1.2612797
1983-09-19,,1.2761042,,0.35233736
1983-09-20,,3.4733686,,2.6674542
1983-09-21,,2.1175222,,1.465877
1983-09-22,,1.4100095,,1.6437908
1983-09-23,,0.039933205,,0.15314126
1983-09-24,,0.29287028,,0.23192525
1983-09-25,,0.54734063,,1.7214847
1983-09-26,,0.11262798,,0.1591711
1983-09-27,,0.23788428,,0.19258547
1983-09-28,,0.21797824,,0.25112605
1983-09-29,,0.17764807,,0.15442634
1983-09-30,,1.3818487,,1.180375
1983-10-01,,2.4157174,,2.5105298
1983-10-02,,1.3583796,,1.0115232
1983-10-03,,2.0372314,,1.2540776
1983-10-04,,0.14140487,,0.09836078
1983-10-05,,0.60398984,,0.48807764
1983-10-06,,1.0237124,,4.395614
1983-10-07,,0.9707829,,0.50379205
1983-10-08,,5.781971,,3.8380475
1983-10-09,,9.07674,,4.497204
1983-10-10,,4.663234,,4.926115
1983-10-11,,2.5430825,,5.1506634
1983-10-12,,0.8960544,,1.4505616
1983-10-13,,0.1026814,,0.14301372
1983-10-14,,2.2580812,,1.1123405
1983-10-15,,2.4181938,,0.6509669
1983-10-16,,5.5333867,,3.3548782
1983-10-17,,1.027483,,1.6819152
1983-10-18,,2.5362642,,1.9245735
1983-10-19,,1.0339777,,1.0430986
1983-10-20,,0.73518443,,1.2589386
1983-10-21,,0.15890336,,0.2764032
1983-10-22,,0.11539149,,0.12819052
1983-10-23,,0.012760639,,0.010797977
1983-10-24,,0.11338973,,0.18996549
1983-10-25,,0.6364739,,1.0376773
1983-10-26,,0.6025765,,0.79478645
1983-10-27,,0.16825199,,0.15576386
1983-10-28,,0.35001826,,0.14288068
1983-10-29,,1.8130265,,1.9029667
1983-10-30,,0.6267042,,1.0571096
1983-10-31,,1.9808545,,1.0802046
1983-11-01,,0.8027408,,0.958521
1983-11-02,,0.8113973,,0.47326612
1983-11-03,,0.01046443,,0.07325053
1983-11-04,,0.89811826,,0.6811397
1983-11-05,,0.41889334,,0.48356318
1983-11-06,,0.52111864,,0.28010273
1983-11-07,,0.345742,,0.28257084
1983-11-08,,0.43334866,,0.30962968
1983-11-09,,0.52014685,,0.6194985
1983-11-10,,0.22231722,,0.39738584
1983-11-11,,0.69493914,,1.1870903
1983-11-12,,0.16943789,,0.29443955
1983-11-13,,0.039381027,,0.073654175
1983-11-14,,-0.11326766,,-0.07300806
1983-11-15,,0.70630217,,0.56415606
1983-11-16,,1.1937586,,1.1024996
1983-11-17,,0.83705354,,1.4247046
1983-11-18,,0.24587584,,0.1715517
1983-11-19,,0.71225905,,1.1041447
1983-11-20,,0.23496461,,0.26291513
1983-11-21,,1.2260951,,1.570327
1983-11-22,,1.1468092,,1.4174458
1983-11-23,,0.19236779,,0.15548277
1983-11-24,,0.42843056,,0.121528864
1983-11-25,,5.9572015,,4.2905993
1983-11-26,,14.048698,,8.3530855
1983-11-27,,13.495264,,15.83652
1983-11-28,,4.873875,,10.270173
1983-11-29,,1.9352688,,4.683865
1983-11-30,,0.66238666,,1.6272842
1983-12-01,,0.5720458,,0.8735788
1983-12-02,,0.14315724,,0.31026983
1983-12-03,,0.039855957,,0.068567276
1983-12-04,,0.16478443,,0.16960001
1983-12-05,,0.23367405,,0.19277453
1983-12-06,,2.3195891,,1.2734574
1983-12-07,,1.2793729,,1.4809846
1983-12-08,,1.2915287,,1.150212
1983-12-09,,1.0425485,,0.9187014
1983-12-10,,1.6695417,,1.2304592
1983-12-11,,0.6076002,,0.75425553
1983-12-12,,0.7776377,,0.7015641
1983-12-13,,0.6865721,,1.0641987
1983-12-14,,0.1883452,,0.28801107
1983-12-15,,0.07261348,,-0.05892849
1983-12-16,,0.6192515,,0.5439501
1983-12-17,,1.5808157,,2.2297919
1983-12-18,,1.671641,,1.8530598
1983-12-19,,3.1815093,,2.3544216
1983-12-20,,0.60534334,,0.79755783
1983-12-21,,1.3534132,,2.5352259
1983-12-22,,1.6631317,,1.5748265
1983-12-23,,6.5542765,,7.3567295
1983-12-24,,15.048409,,13.457216
1983-12-25,,1.3204811,,0.7771599
1983-12-26,,11.391069,,9.779647
1983-12-27,,4.1587677,,3.222984
1983-12-28,,1.5167983,,1.1088543
1983-12-29,,1.0643585,,1.5207636
1983-12-30,,1.3010373,,1.277626
1983-12-31,,1.0536188,,1.4582794
1984-01-01,,0.46351814,,0.19760013
1984-01-02,,5.338727,,2.5798342
1984-01-03,,6.922661,,6.5184746
1984-01-04,,4.6613736,,5.294197
1984-01-05,,2.7137773,,2.2136283
1984-01-06,,5.2214003,,5.0191555
1984-01-07,,5.5040054,,4.183135
1984-01-08,,3.4066591,,5.2256336
1984-01-09,,3.5168414,,4.7766714
1984-01-10,,1.8292583,,3.394256
1984-01-11,,3.3134775,,3.3319523
1984-01-12,,2.340191,,3.5181503
1984-01-13,,5.694643,,6.2144947
1984-01-14,,16.62315,,14.915848
1984-01-15,,6.204832,,6.1326857
1984-01-16,,4.5301986,,5.3002777
1984-01-17,,5.4869423,,15.519081
1984-01-18,,2.3178911,,3.1069655
1984-01-19,,2.103372,,4.483212
1984-01-20,,1.3403696,,3.498791
1984-01-21,,1.2246726,,2.1618216
1984-01-22,,2.281561,,3.193456
1984-01-23,,4.06674,,2.3150406
1984-01-24,,6.2946854,,4.4762287
1984-01-25,,2.0044432,,1.9718276
1984-01-26,,3.1800041,,2.3942723
1984-01-27,,4.590537,,4.0098996
1984-01-28,,2.2716053,,0.7589581
1984-01-29,,3.7242284,,1.5698017
1984-01-30,,11.307637,,6.4426475
1984-01-31,,8.50062,,6.8308773
1984-02-01,,9.225689,,4.3869915
1984-02-02,,8.332982,,7.249509
1984-02-03,,12.488651,,5.878722
1984-02-04,,8.320079,,7.5770407
1984-02-05,,5.744136,,5.32793
1984-02-06,,14.836405,,14.726517
1984-02-07,,11.464112,,13.295666
1984-02-08,,9.69493,,10.820304
1984-02-09,,4.1973405,,6.462096
1984-02-10,,3.2572565,,4.2070417
1984-02-11,,3.914259,,7.6702604
1984-02-12,,0.3635962,,0.8673823
1984-02-13,,0.20607162,,1.301741
1984-02-14,,-0.21981454,,0.13348055
1984-02-15,,0.21140027,,0.84105825
1984-02-16,,0.44439387,,0.7949114
1984-02-17,,0.21265817,,0.5005584
1984-02-18,,0.13513994,,0.57989216
1984-02-19,,0.2943194,,0.39044428
1984-02-20,,0.36388063,,0.42586517
1984-02-21,,0.5367818,,0.25988507
1984-02-22,,0.8172667,,1.123195
1984-02-23,,0.25538492,,0.40130186
1984-02-24,,0.94929194,,1.7949384
1984-02-25,,1.9116478,,3.2800882
1984-02-26,,1.0222118,,1.5058956
1984-02-27,,7.203844,,4.9595737
1984-02-28,,3.3615727,,1.7390014
1984-02-29,,1.5155724,,1.1504656
1984-03-01,,1.1625383,,0.6559026
1984-03-02,,3.283258,,2.2503834
1984-03-03,,1.6218454,,1.6519428
1984-03-04,,0.5233691,,0.9272859
1984-03-05,,1.0418415,,1.2114012
1984-03-06,,1.419883,,1.6981201
1984-03-07,,3.6792767,,5.022795
1984-03-08,,1.2036275,,1.1159061
1984-03-09,,1.3309292,,0.7227001
1984-03-10,,0.6556647,,0.4204228
1984-03-11,,0.09948683,,0.06453562
1984-03-12,,0.51027894,,0.6942179
1984-03-13,,0.5442476,,0.50594425
1984-03-14,,0.09984827,,0.05732584
1984-03-15,,0.17972875,,0.0601151
1984-03-16,,0.6714673,,0.7777519
1984-03-17,,0.6660037,,0.6662569
1984-03-18,,0.29387546,,0.45119047
1984-03-19,,0.2505257,,0.1382451
1984-03-20,,-0.02475357,,0.06695199
1984-03-21,,0.30558395,,0.14737844
1984-03-22,,0.080355644,,0.07935643
1984-03-23,,0.26832104,,0.11874747
1984-03-24,,1.6109995,,0.34386873
1984-03-25,,2.5598354,,4.306248
1984-03-26,,0.99064696,,0.57463956
1984-03-27,,3.1698604,,0.90363073
1984-03-28,,3.63501,,1.902102
1984-03-29,,2.386698,,3.5772443
1984-03-30,,1.7877811,,2.2016406
1984-03-31,,1.8704683,,1.198832
1984-04-01,,11.623318,,8.530983
1984-04-02,,4.987112,,7.9952326
1984-04-03,,3.269068,,4.896965
1984-04-04,,3.120307,,3.1678352
1984-04-05,,2.0592103,,2.3889282
1984-04-06,,2.0526977,,2.3756633
1984-04-07,,1.793893,,1.2736794
1984-04-08,,0.8269844,,0.9357406
1984-04-09,,1.0309087,,0.9429954
1984-04-10,,1.8313731,,0.7969887
1984-04-11,,2.160851,,2.2089956
1984-04-12,,1.1305846,,1.7396313
1984-04-13,,1.0092517,,1.8849568
1984-04-14,,-0.058595657,,0.063231945
1984-04-15,,0.19148254,,0.25116014
1984-04-16,,7.6530266,,5.208063
1984-04-17,,2.190681,,1.42612
1984-04-18,,0.9390646,,0.5579846
1984-04-19,,0.04488492,,0.0775342
1984-04-20,,0.21526694,,0.19351315
1984-04-21,,0.20256042,,0.30899906
1984-04-22,,0.28244805,,0.26787782
1984-04-23,,0.20941186,,0.26274538
1984-04-24,,0.11765742,,0.2147665
1984-04-25,,0.09907675,,0.11381173
1984-04-26,,0.19884396,,0.26993132
1984-04-27,,0.077958345,,0.24291539
1984-04-28,,0.34637904,,0.42742276
1984-04-29,,0.21031547,,0.44494748
1984-04-30,,0.10390973,,0.1253233
1984-05-01,,0.13993263,,0.28206944
1984-05-02,,0.7393446,,0.49839306
1984-05-03,,1.1293683,,1.1368026
1984-05-04,,2.2298195,,3.0087953
1984-05-05,,3.804882,,5.9678545
1984-05-06,,3.4642136,,4.177434
1984-05-07,,13.107815,,13.065014
1984-05-08,,1.9344816,,2.3002768
1984-05-09,,1.9152527,,1.3819968
1984-05-10,,2.2687066,,1.209771
1984-05-11,,2.3548694,,1.3617917
